Non-Terminal,PUBLIC,SUB,DIM,READONLY,IF,DO,FOR,PRINT,READ,FUNCTOIN,ID,NUM,STRING_LIT,LPAREN,RPAREN,SEMICOLON,COMMA,COLON,EQUAL,LESS,GREATER,LESS_EQUAL,GREATER_EQUAL,NOT_EQUAL,PLUS,MINUS,MULTIPLY,DIVIDE,POWER,MOD,THEN,ELSE,ENDIF,LOOP,NEXT,TO,RETURN,END,MAIN,AS,BYVAL,BYREF,CHAR_TYPE,INT_TYPE,BOOL_TYPE,DBL_TYPE,REAL_TYPE,STR_TYPE
P,PUBLIC SUB MAIN LPAREN RPAREN SEMICOLON ST SEMICOLON END SUB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ST,,ST_Sub,Stmt ZZ,Stmt ZZ,Stmt ZZ,Stmt ZZ,Stmt ZZ,Stmt ZZ,Stmt ZZ,Stmt ZZ,Stmt ZZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ST_Sub,,SUB ID LPAREN param RPAREN SEMICOLON ST SEMICOLON END SUB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZZ,,,,,,,,,,,,,,,,epsilon,,,,,,,,,,,,,,,epsilon,epsilon,epsilon,epsilon,epsilon,,epsilon,epsilon,,,,,,,,
Stmt,,EE,VV,VV,IF,OO,OO,PRINT,READ,Func,Assign,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OO,,,,,"DO WHILE Term Relop Term SEMICOLON ST SEMICOLON LOOP","FOR X TO Term SEMICOLON ST SEMICOLON NEXT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
X,,,,,,,,,,ID EQUAL Term,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Assign,,,,,,,,,,ID AssignTail,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AssignTail,,,,,,,,,,EQUAL Term,LBRACKET Term RBRACKET EQUAL Term,STRING_LIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IF,,,,IF Term Relop Term THEN SEMICOLON ST SEMICOLON ELSE SEMICOLON ST SEMICOLON ENDIF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Func,,,,,,,,,FUNCTOIN ID LPAREN param RPAREN COLON AS Type SEMICOLON ST SEMICOLON RETURN Term SEMICOLON END FUNCTOIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EE,,"SUB ID LPAREN param RPAREN SEMICOLON ST SEMICOLON END SUB",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VV,,,"DIM ID YY","READONLY ID CC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YY,,,,,,,,,,AA,LBRACKET Term RBRACKET BB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AA,,,,,,,,,,COMMA ID AA,,,,,,AS Type,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BB,,,,,,,,,,COMMA ID LBRACKET Term RBRACKET BB,,,,,,AS Type,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CC,,,,,,,,,,COMMA ID CC,,,,,,EQUAL Term,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Term,,,,,,,,,,EXP,EXP,EXP,LPAREN EXP RPAREN,,,,,,,,,,,PLUS EXP,MINUS EXP,,,,,,,,,,,,,,,,,,,
EXP,,,,,,,,,,T T_Prime,T T_Prime,T T_Prime,LPAREN EXP RPAREN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T_Prime,,,,,,,,,,epsilon,epsilon,epsilon,epsilon,epsilon,epsilon,,,,,,,,,,OP1 T T_Prime,OP1 T T_Prime,,,,,,epsilon,epsilon,epsilon,epsilon,epsilon,,epsilon,epsilon,,,,,,,,
T,,,,,,,,,,F F_Prime,F F_Prime,F F_Prime,LPAREN EXP RPAREN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F_Prime,,,,,,,,,,epsilon,epsilon,epsilon,epsilon,epsilon,epsilon,epsilon,,,,,,,,epsilon,epsilon,OP2 F F_Prime,OP2 F F_Prime,,OP2 F F_Prime,epsilon,epsilon,epsilon,epsilon,epsilon,,epsilon,epsilon,,,,,,,,
F,,,,,,,,,,I F_Tail,I F_Tail,I F_Tail,I F_Tail,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F_Tail,,,,,,,,,,epsilon,epsilon,epsilon,epsilon,epsilon,epsilon,epsilon,,,,,,,,epsilon,epsilon,epsilon,epsilon,POWER F,epsilon,epsilon,epsilon,epsilon,epsilon,epsilon,,epsilon,epsilon,,,,,,,,
I,,,,,,,,,,ID,NUM,,LPAREN EXP RPAREN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRINT,,,,,,,,PRINT PP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PP,,,,,,,,,,Term,Term,STRING_LIT,Term,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
READ,,,,,,,,,READ ID LL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LL,,,,,,,,,,epsilon,epsilon,epsilon,epsilon,LBRACKET Term RBRACKET,epsilon,,,,,,,,,,,,,,,epsilon,epsilon,epsilon,epsilon,epsilon,,epsilon,epsilon,,,,,,,,
param,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BYVAL ID AS Type WW,BYREF ID AS Type WW,,,,,,
WW,,,,,,,,,,,,,,,,COMMA param,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Type,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHAR_TYPE,INT_TYPE,BOOL_TYPE,DBL_TYPE,REAL_TYPE,STR_TYPE
OP1,,,,,,,,,,,,,,,,,,,,,,,,,,,PLUS,MINUS,,,,,,,,,,,,,,,,
OP2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MULTIPLY,DIVIDE,,MOD,,,,,,,,,,,,
Relop,,,,,,,,,,,,,,,,,,,,EQUAL,LESS,GREATER,LESS_EQUAL,GREATER_EQUAL,NOT_EQUAL,,,,,,,,,,,,,,,,